,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
CCDC90B,0.844940260932906,6.0557923180688755,28.275268501901987,6.948184789537069e-05,0.003671309185163705,CCDC90B,NK_cells
GLRX3,0.966757357639278,5.693601919503025,28.266149714775786,6.959984169537661e-05,0.003671309185163705,GLRX3,NK_cells
HIST1H2BG,2.27752284807545,3.33902332704719,28.18937633513675,7.06022624854056e-05,0.003706618780483794,HIST1H2BG,NK_cells
TMC8,-1.3796363187438831,4.778672895948968,28.106170984628733,7.170707552907064e-05,0.0037469471860965076,TMC8,NK_cells
SPATA13,-1.2735735815752283,5.453990844101001,28.07613129141322,7.211072237438034e-05,0.0037504314954525846,SPATA13,NK_cells
DOCK8,-1.16654843506019,6.522215659764313,27.749901379780752,7.666319656773267e-05,0.00396865757115751,DOCK8,NK_cells
SAMD9,-0.7932368845117154,7.251281147637923,27.66838235705828,7.785076736558211e-05,0.00401147704064319,SAMD9,NK_cells
ZBTB38,-1.8511529804703244,5.517031428790477,27.624480950757256,7.849890259520103e-05,0.004026234036334505,ZBTB38,NK_cells
SLA2,-2.1570238565368154,3.8854881164659107,27.49187530752609,8.049383447890268e-05,0.004107780317410215,SLA2,NK_cells
CCDC174,-1.3144062168257724,5.760617685915421,27.460304729583303,8.097716381473925e-05,0.004107780317410215,CCDC174,NK_cells
ZNF506,-1.398202382832918,5.143874556974834,27.446079224317565,8.119601705572752e-05,0.004107780317410215,ZNF506,NK_cells
CTCF,-1.1612648764887425,5.750265729561482,27.398238652648438,8.193692784572486e-05,0.004110082070965058,CTCF,NK_cells
SF3A1,-1.6299482242021948,5.022816724028872,27.39546776358633,8.198007365267231e-05,0.004110082070965058,SF3A1,NK_cells
MDM4,-0.965981020538599,6.240707928008532,27.220112294278387,8.476335159209314e-05,0.0042305654852914645,MDM4,NK_cells
H2AFY,0.8288072167784761,6.469366983822805,27.074663234301017,8.715288819113056e-05,0.004330409131996799,H2AFY,NK_cells
TSPAN4,1.9127277325401346,2.7961013500362166,26.696585230538297,9.372738459594285e-05,0.004636381291345974,TSPAN4,NK_cells
TMBIM4,-0.904495780001579,7.232798041930056,26.6369345134695,9.481487012355298e-05,0.004669422586173207,TMBIM4,NK_cells
MIR210HG,-9.902731500169775,3.933523598003967,28.869763715160005,9.841553226698836e-05,0.004806822291480012,MIR210HG,NK_cells
MRPL36,0.708905033881972,6.185502706714005,26.442026426600634,9.846859680659861e-05,0.004806822291480012,MRPL36,NK_cells
UBXN1,0.6784229875947412,8.641554100635238,26.40742515703956,9.913367602768986e-05,0.004808740038986068,UBXN1,NK_cells
CHD2,-0.8861683110276795,6.441753758833756,26.39509048600645,9.937198643008049e-05,0.004808740038986068,CHD2,NK_cells
ATP6V0B,0.8762843739525737,7.127962976993608,26.042879854274585,0.0001064570414562472,0.005123039111144469,ATP6V0B,NK_cells
AP005329.3,1.7892651945141589,3.273918487876378,25.980295612670925,0.00010777465468061487,0.005123039111144469,AP005329.3,NK_cells
ATM,-0.8022736911609094,7.789839130136505,25.963589096062456,0.00010812948522017306,0.005123039111144469,ATM,NK_cells
SAYSD1,-3.752306305604367,3.763492998953424,25.951607129203502,0.00010838478155697331,0.005123039111144469,SAYSD1,NK_cells
IQSEC1,-1.6236720651915937,4.221149003978027,25.942401247885204,0.00010858139011642866,0.005123039111144469,IQSEC1,NK_cells
DDX60L,-1.5365836613786479,5.262257767368382,25.94018968554877,0.00010862868196137419,0.005123039111144469,DDX60L,NK_cells
TUSC2,0.9987578047969172,5.628769262502624,25.86935965632719,0.0001101556520981574,0.005167485839453485,TUSC2,NK_cells
IFIH1,-1.3212164449297816,5.285976916038273,25.853553496239993,0.0001104996971958607,0.005167485839453485,IFIH1,NK_cells
DDAH2,1.422486510434373,4.969369869966221,25.788602684530183,0.00011192621948118512,0.005200906751979588,DDAH2,NK_cells
CORO1C,1.7832716045888988,2.676275156756585,25.778546592794623,0.00011214893265724179,0.005200906751979588,CORO1C,NK_cells
TXN,0.772339734796364,7.671958072264388,25.647020863554438,0.00011510830724795329,0.005304172511251412,TXN,NK_cells
KRT10,-0.9908037010476844,7.336873899194141,25.629384258481224,0.000115511787954901,0.005304172511251412,KRT10,NK_cells
ZMYND8,-1.4915084412582809,4.927873984162702,25.616594437505356,0.00011580538366883137,0.005304172511251412,ZMYND8,NK_cells
RWDD1,0.6398471444844742,7.764471093332943,25.568657434317288,0.00011691330541423986,0.005332971677297089,RWDD1,NK_cells
AP1S1,1.3655407888055975,4.616563689109091,25.49370207940694,0.00011866970254141721,0.005390995058310096,AP1S1,NK_cells
MAP2K7,-1.7517256189488577,4.046750563992559,25.409097560881197,0.00012068802902594841,0.005460397410808154,MAP2K7,NK_cells
NDUFA2,0.6572121228726177,7.495312543000321,25.29388321296642,0.00012349909652806132,0.005564959288896042,NDUFA2,NK_cells
NUCKS1,-0.7459247400658442,7.644094399086796,25.21068065363236,0.00012557502160159056,0.005635685445264931,NUCKS1,NK_cells
MGST3,0.8291255571053816,6.921407608210654,25.18297800771812,0.00012627491491791075,0.005644336558378902,MGST3,NK_cells
PNRC2,-0.6969577567780769,6.90210423840256,25.141285991995282,0.00012733654570033933,0.005656704335427765,PNRC2,NK_cells
LPIN2,-0.9383344710333384,6.391149238878387,25.132245084998953,0.00012756808519248598,0.005656704335427765,LPIN2,NK_cells
RACK1,0.7884022838786331,11.318648761504319,24.959820731391385,0.00013207601478216406,0.005833357319545579,RACK1,NK_cells
GBP3,-1.5161558124524754,5.365060410488083,24.917384624599862,0.00013321283291867534,0.00586031158254884,GBP3,NK_cells
LAMTOR4,-0.6251576934433828,7.472450387379221,24.80283130659796,0.000136337062357099,0.005974139779663433,LAMTOR4,NK_cells
HMGA1,1.139027681081176,5.85284617164968,24.733619319518116,0.0001382646791959585,0.006034846586082425,HMGA1,NK_cells
STAG2,-0.8540266012439158,6.768979219999405,24.60993150492542,0.0001417864953361758,0.006164389426139206,STAG2,NK_cells
MYL12B,0.5947592283666648,9.360945691124831,24.58286915154038,0.0001425704673993124,0.006174355261300962,MYL12B,NK_cells
ST13,0.7745537896619369,7.966195141700444,24.54761743468777,0.00014359901587862202,0.00619479475476381,ST13,NK_cells
SEC11A,0.699673078802726,7.417904452229135,24.480098379318594,0.00014559247471358317,0.006256541480935061,SEC11A,NK_cells
SP1,-2.137537762100797,4.459004018935602,24.39787763330072,0.00014806224061270366,0.006338202838536122,SP1,NK_cells
CMC1,0.7097586511022536,7.993498061515657,24.36760695270115,0.0001489833847904349,0.0063531995123277405,CMC1,NK_cells
S100A4,-1.581334769444469,9.157641813137932,24.348330141866345,0.00014957334897538829,0.006354012878229281,S100A4,NK_cells
ZCCHC10,-1.1797674396322955,5.403027715698474,24.32016469981355,0.00015044008931849203,0.006366533057470785,ZCCHC10,NK_cells
SOX4,2.366098812215601,2.449270406636574,24.283301349313135,0.00015158305872391123,0.006390603953019439,SOX4,NK_cells
GTF3C6,-1.4507046920859885,5.726656972033624,24.25207792695859,0.0001525588192603744,0.006407470408935725,GTF3C6,NK_cells
RABEP2,-3.902637674305991,2.951466709089245,24.201619181812944,0.00015415070491129568,0.006449990021288425,RABEP2,NK_cells
TRIM56,-1.1168002243939605,6.16079476684398,24.15424428197853,0.0001556623613020221,0.00646400376506512,TRIM56,NK_cells
WDR46,1.1169250478340507,5.251838315379152,24.142621307332846,0.00015603577965495014,0.00646400376506512,WDR46,NK_cells
PARP1,0.6558534106239605,6.527063616712951,24.134235831190644,0.00015630581199953982,0.00646400376506512,PARP1,NK_cells
HNRNPA1,0.8337574098187969,9.022023736616848,24.1186622698234,0.00015680871667273877,0.00646400376506512,HNRNPA1,NK_cells
MYCBP,1.4618946731497025,4.499119457867277,24.085441060370275,0.0001578876100386772,0.006484461622621688,MYCBP,NK_cells
NDUFAB1,0.6490226930649924,6.999226140552402,23.990747496614357,0.00016100908689150274,0.006588349768758918,NDUFAB1,NK_cells
UBTD1,3.7367070753758425,1.5025151050226917,23.935479408318805,0.00016286306394133757,0.006625060949925404,UBTD1,NK_cells
MBOAT7,1.5445431399576022,4.283758330923321,23.928563799183568,0.00016309673856959217,0.006625060949925404,MBOAT7,NK_cells
RAD51-AS1,-2.3351653305378095,4.2012557933651244,23.893559548931357,0.00016428532623393322,0.006637430354289113,RAD51-AS1,NK_cells
METTL2A,-2.532258761078752,3.876256476638158,23.88451686478874,0.00016459396026808582,0.006637430354289113,METTL2A,NK_cells
RSL24D1,0.6319813152706204,8.107613786662837,23.743780051266615,0.00016948266236310532,0.006809899032856904,RSL24D1,NK_cells
RPL5,0.7362015230650665,11.628125400009159,23.68182392121728,0.00017168652925758163,0.006873636944736992,RPL5,NK_cells
SAMM50,0.9499980336158732,4.751611332132978,23.643342953147044,0.00017307160938048077,0.0069042545247482105,SAMM50,NK_cells
APTR,1.9807501414456625,2.8824490786733286,23.614249749168756,0.00017412715110206738,0.0069215542563071785,APTR,NK_cells
RAB11B,-1.5225108086001815,4.563374773715782,23.41076916178571,0.00018171589580034597,0.007141804502859168,RAB11B,NK_cells
GMCL1,0.9124345119522779,5.918154821239438,23.40629723675151,0.0001818868116224756,0.007141804502859168,GMCL1,NK_cells
APOL2,-1.3104785411993318,4.999545131868224,23.403415366016038,0.0001819970520075522,0.007141804502859168,APOL2,NK_cells
DOK2,-1.2103294785102126,5.897997674050891,23.39720890469958,0.00018223472406217464,0.007141804502859168,DOK2,NK_cells
GPR174,-1.1036391616156758,5.942143379220155,23.348973351002737,0.00018409384420118208,0.007185011710244624,GPR174,NK_cells
SLFN5,-0.9255569284740632,7.834135767767323,23.335207415192247,0.00018462833325516285,0.007185011710244624,SLFN5,NK_cells
RBM39,-0.772980722794921,8.091534320382932,23.224520922088125,0.00018899010885265082,0.007319457470279053,RBM39,NK_cells
ATP5S,-1.3650094001510877,4.827064501899699,23.187181115402026,0.00019048765691670417,0.007319457470279053,ATP5S,NK_cells
LAIR2,-3.1131634214490815,3.752348668897344,23.1725598744204,0.00019107769686087364,0.007319457470279053,LAIR2,NK_cells
PTRHD1,-1.9135197933760635,4.750162451207547,23.170901618275447,0.0001911447457626424,0.007319457470279053,PTRHD1,NK_cells
PTOV1,1.0728862050721522,4.882067998150734,23.151960859263355,0.00019191246943580376,0.007319457470279053,PTOV1,NK_cells
ALOX5AP,-1.1774909620658502,7.499709276026015,23.14909599161403,0.0001920288932004927,0.007319457470279053,ALOX5AP,NK_cells
SUMO3,-0.9763727756696114,5.706599433082735,22.994816389491696,0.0001984177893369932,0.00753716721952469,SUMO3,NK_cells
CIB1,0.8593735279470411,7.865847203791933,22.898976521126535,0.00020250718569951915,0.007642235143279744,CIB1,NK_cells
COMMD6,0.6123951836600898,9.30742199133749,22.887214623381713,0.0002030155693200486,0.007642235143279744,COMMD6,NK_cells
UCP2,0.9901766801962444,6.6651597870756,22.881949025319408,0.00020324363004589434,0.007642235143279744,UCP2,NK_cells
USP18,-3.3262516738343386,3.9865865643001235,22.851623732843244,0.00020456269816397963,0.007665935456448125,USP18,NK_cells
PPIAL4G,-8.987522890296013,2.650115121126759,24.609669807379426,0.0002094568725136966,0.007821099399642166,PPIAL4G,NK_cells
DAZAP2,-0.6864259414182753,6.915268721560019,22.71958672062528,0.00021041958121209098,0.007821099399642166,DAZAP2,NK_cells
MARCKSL1,1.1222178365593036,6.011235649606308,22.705312433244757,0.00021106400472972498,0.007821099399642166,MARCKSL1,NK_cells
MARCH9,0.9056574598650499,5.504087651950713,22.695373733631943,0.00021151400892114038,0.007821099399642166,MARCH9,NK_cells
CLNS1A,0.8975475428361588,6.586774066405151,22.658152764060628,0.00021320893719064827,0.00785766712229111,CLNS1A,NK_cells
NBN,-1.102338560553966,5.008005097265438,22.637838031916665,0.00021414046426128177,0.00786595170702332,NBN,NK_cells
PHB,0.7862662025826265,6.499145551426618,22.604257716287172,0.0002156903612769365,0.007896821450698366,PHB,NK_cells
BTF3L4,0.8404030642359988,5.97260470069262,22.57678132930994,0.0002169679441238867,0.007917551534750357,BTF3L4,NK_cells
NAA10,0.8009278251131495,6.064080627220846,22.521488588238036,0.0002195648643006116,0.00798613378975754,NAA10,NK_cells
TRDC,-1.1824867976581674,7.69379307561736,22.41354381962758,0.0002247363153047441,0.008147606479940723,TRDC,NK_cells
AMDHD2,1.5828632248212726,3.9065019857016403,22.322518837297128,0.0002292040627116115,0.008269013505373228,AMDHD2,NK_cells
STARD5,2.6976463471924386,2.5031779434660235,22.31513209275452,0.0002295709948931112,0.008269013505373228,STARD5,NK_cells
GBP1,-1.513320362746822,6.866581905756561,22.258366497114867,0.00023241299994326728,0.008344376417317952,GBP1,NK_cells
LDHA,-0.7047183739937279,8.369521282464117,22.183004358350622,0.00023624755036265487,0.00845477567696575,LDHA,NK_cells
GIPC1,1.1436121136977275,4.919103625503741,22.105857176043312,0.0002402469890359818,0.008570349320418197,GIPC1,NK_cells
LDHB,0.9053158263000194,9.128817196825938,22.048365794561438,0.00024327710406893475,0.008650683220461725,LDHB,NK_cells
RPL8,0.7412132474395098,11.656248241712419,22.03376643261839,0.00024405341700134607,0.008650683220461725,RPL8,NK_cells
KLHDC7B,-8.948269860018447,2.7620084990529707,23.739033876126495,0.00024705225937697,0.008729179831319607,KLHDC7B,NK_cells
RABAC1,0.7016681399647907,7.931055748737154,21.94517586764676,0.00024882450999568287,0.008763977203328957,RABAC1,NK_cells
SPSB2,1.650350550502988,4.016277539043927,21.896862302275398,0.0002514707309969195,0.008829240492100045,SPSB2,NK_cells
TMX1,-0.9569063513422124,5.344587843413635,21.827883584237508,0.0002553039993417413,0.008935639976960947,TMX1,NK_cells
DBNL,0.7784775774252296,5.816717205100775,21.797684431884452,0.0002570029246289406,0.00896690454896586,DBNL,NK_cells
RPLP0,1.0765431747233103,10.82962352558827,21.745529820678552,0.0002599671153059229,0.009035780980886927,RPLP0,NK_cells
TMEM160,0.7816999642038415,6.862655765051164,21.734469103682247,0.0002606006913625071,0.009035780980886927,TMEM160,NK_cells
GZMH,-2.830180673900561,7.221124371974523,21.692710151575437,0.000263008459713817,0.009090944585760197,GZMH,NK_cells
ATXN7-1,-8.941914494778294,2.8904675021093453,23.367138843600515,0.000265426666359331,0.00914612630519924,ATXN7-1,NK_cells
FTL,-0.6982744078334981,11.012823435363703,21.62134314481799,0.0002671816943727288,0.00917818598261874,FTL,NK_cells
CD52,-1.1612915156377985,9.98003320465095,21.597935535677063,0.0002685666943536834,0.009190354383407722,CD52,NK_cells
VBP1,-1.0270137644280668,5.768000042101822,21.5874896022104,0.0002691873790647724,0.009190354383407722,VBP1,NK_cells
ILK,0.8720738405799198,5.6473589645987285,21.570993333418606,0.00027017086475947916,0.009195723928969429,ILK,NK_cells
LSM4,0.8171408927252265,6.486828825399647,21.520901512268296,0.0002731821966865897,0.009269871491224827,LSM4,NK_cells
EAF2,1.9854011935870384,3.209280367482756,21.495139226583774,0.00027474565610240674,0.009289287896158968,EAF2,NK_cells
ACTR10,0.8149535162360496,5.721473281549901,21.484019084909054,0.000275423630344336,0.009289287896158968,ACTR10,NK_cells
PPP3R1,0.9724526530196327,4.6583457497966965,21.42666509152288,0.00027895049588361946,0.009378394266642328,PPP3R1,NK_cells
RPL7,0.6694269055008428,10.310003043147352,21.413763630901823,0.0002797508442520443,0.009378394266642328,RPL7,NK_cells
BHLHE40,-1.360505975794905,4.927973405438607,21.332716847073527,0.00028483825541931464,0.009520269618068984,BHLHE40,NK_cells
SUN2,-0.8271695398017177,6.408163022065414,21.30722111856243,0.0002864601680206258,0.00954581338344181,SUN2,NK_cells
RBM3,-0.9151315950006516,6.746580602475192,21.292996860877242,0.00028736957029876665,0.00954753229082171,RBM3,NK_cells
PTRH1,1.1340389293368058,4.382573877191597,21.231898133946586,0.00029131301565454534,0.009649743643556814,PTRH1,NK_cells
KATNB1,2.109194505428481,2.7560876415518276,21.187215081977353,0.00029423560386929073,0.009689828617006771,KATNB1,NK_cells
SNX17,0.7126962459331554,6.125350181642783,21.176776577351678,0.00029492311191965583,0.009689828617006771,SNX17,NK_cells
RRN3P1,-1.9657401868478368,5.252935316848218,21.173565873995944,0.00029513494170397983,0.009689828617006771,RRN3P1,NK_cells
CCDC74A,3.2209469422296184,0.6783397374289641,21.111394240872837,0.0002992708093238644,0.00976939209431145,CCDC74A,NK_cells
CFLAR,-0.8374925127517134,6.9079394815491,21.10135768434371,0.000299944584105446,0.00976939209431145,CFLAR,NK_cells
PPP2R3C,-0.922070604872357,5.327863689765805,21.08682934955958,0.0003009229341813554,0.00976939209431145,PPP2R3C,NK_cells
OTULINL,0.9358046260293029,5.083371484116676,21.079102801365373,0.0003014447120760491,0.00976939209431145,OTULINL,NK_cells
TBPL1,0.8129868003851042,5.361671872007915,21.071678077206567,0.00030194706922220474,0.00976939209431145,TBPL1,NK_cells
CITED4,2.4997381148920916,4.208005229763223,21.049659583147548,0.00030344240241066817,0.009772912573356966,CITED4,NK_cells
CIRBP,-0.8073919373362382,8.07626517978421,21.044235938496755,0.000303812017105257,0.009772912573356966,CIRBP,NK_cells
ZNF24,-1.2383373760109961,5.793933109168345,20.96341713328623,0.00030938031760194084,0.00992335139743401,ZNF24,NK_cells
AP2S1,0.6391202889798331,6.8014403685539335,20.9468209145139,0.00031053796629072555,0.009931860818436136,AP2S1,NK_cells
EIF4G2,-0.862005809070776,7.051109954775207,20.826476715669482,0.00031908010588823987,0.010161035957041379,EIF4G2,NK_cells
STARD3NL,-0.8137365439738445,5.365773724477907,20.817760671480368,0.0003197089984901101,0.010161035957041379,STARD3NL,NK_cells
SP100,-0.6848862315333597,7.326136013709612,20.806912425066617,0.0003204936906752179,0.010161035957041379,SP100,NK_cells
GPX7,-2.060057134981805,3.8064722909876965,24.550263458861654,0.000321355315083429,0.010161035957041379,GPX7,NK_cells
SPOCK2,-0.8590190042529051,7.024109705690846,20.731198010927603,0.0003260312670142079,0.010279682724838908,SPOCK2,NK_cells
CLCN3,1.0120102740034713,5.029448565397807,20.68807686262093,0.0003292332395436532,0.010340538622530093,CLCN3,NK_cells
TAPBP,-0.7666909091907578,7.212338120626778,20.68023269065504,0.00032981951581295444,0.010340538622530093,TAPBP,NK_cells
GTF2H5,-1.0620008581143774,5.691404916183641,20.651484417531602,0.0003319782610851958,0.010378983274938846,GTF2H5,NK_cells
JADE2,-1.8470054146467094,4.8350553082716425,20.63234432583065,0.00033342435271827063,0.010394994525922555,JADE2,NK_cells
STK16,1.0354160930532588,4.384914805060742,20.58744437373075,0.00033684464836092884,0.010472293118036699,STK16,NK_cells
SCPEP1,1.177215290059308,4.161426297572528,20.548601210518243,0.00033983551458643436,0.010507530233404058,SCPEP1,NK_cells
DHFR,-3.3341150340303334,3.0620041000356197,20.548204601315035,0.0003398662070103738,0.010507530233404058,DHFR,NK_cells
ZBTB44,-0.8030441242272284,5.844306176797164,20.527954023318816,0.00034143750357802183,0.010526868185106324,ZBTB44,NK_cells
HLA-A,-0.6799846484443596,11.275452878359605,20.473936186430972,0.0003456691287238299,0.010627893377613886,HLA-A,NK_cells
KIFC2,2.2486596676456387,2.3023820279827483,20.45007549205746,0.0003475571298932401,0.010656503734743148,KIFC2,NK_cells
CTSA,1.3297825308650637,5.471110298352051,20.435502028834197,0.0003487159906112814,0.010662662020614182,CTSA,NK_cells
FRYL,0.6960244276413946,5.810456640670809,20.38436386191164,0.00035281704167319756,0.010758503215952573,FRYL,NK_cells
MTATP6P1,1.578627663120606,7.31175661182636,20.368122278355404,0.0003541309063706004,0.010763658061555222,MTATP6P1,NK_cells
CEBPB,-1.081199629242115,6.485468913876888,20.348933983262484,0.000355690263207555,0.010763658061555222,CEBPB,NK_cells
REEP6,2.419313348047517,1.8930555804440463,20.323516883732125,0.00035776774957054164,0.010763658061555222,REEP6,NK_cells
MESD,-0.708915185609654,6.389856835619404,20.314565334835734,0.00035850266790741516,0.010763658061555222,MESD,NK_cells
SLC35E2A,-2.6303424456168814,3.5118079045656594,20.584334154435926,0.00035864112648098973,0.010763658061555222,SLC35E2A,NK_cells
CLTA,0.5692410984454275,7.255636682048429,20.311088154446335,0.0003587886020518407,0.010763658061555222,CLTA,NK_cells
CCNB1IP1,1.1795911256199025,5.061554179386798,20.29626449943945,0.0003600104646765021,0.010766356044014996,CCNB1IP1,NK_cells
