,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
FBXO11,-0.12474142103570916,4.843360813445229,1.0597007502691647,0.3186003789026273,0.46094140350789575,FBXO11,T_cells_CD4
HIST3H2A,0.23742018770506373,4.755802916762986,1.059332879518569,0.3186817682816101,0.46099698675719414,HIST3H2A,T_cells_CD4
SMC6,-0.16566026233167402,4.458818318756092,1.0591430022942925,0.31872378894036435,0.46099698675719414,SMC6,T_cells_CD4
C9ORF40,0.18891543968028637,3.7012731763733275,1.0589656005707304,0.3187630557127912,0.46099698675719414,C9ORF40,T_cells_CD4
CWC25,-0.2061039908572745,5.703233576743481,1.0582641749558248,0.3189183781539802,0.46114066994760344,CWC25,T_cells_CD4
NUBPL,0.2568721228037862,2.665355862129205,1.0580640326484634,0.3189627167068504,0.46114066994760344,NUBPL,T_cells_CD4
SSU72,0.12450048604604533,6.969702250157725,1.0579557702787006,0.3189867042162263,0.46114066994760344,SSU72,T_cells_CD4
HNRNPR,-0.12342055958410446,7.174045803089519,1.057724300281762,0.3190379990896315,0.4611548739266344,HNRNPR,T_cells_CD4
MOB4,0.10975063225492714,5.704527000992186,1.0575375304471313,0.31907939659559853,0.4611548739266344,MOB4,T_cells_CD4
AC009118.3,0.32486549595431075,1.8680879505636085,1.0567768222559886,0.3192480850511754,0.4613387674136045,AC009118.3,T_cells_CD4
XCL2,-1.1066763993879414,7.003138748783519,1.0564973809345903,0.31931008299581126,0.4613684569315045,XCL2,T_cells_CD4
AC055713.1,0.392592743000569,1.496837311720152,1.055779539035229,0.31946942339479484,0.46153876977986324,AC055713.1,T_cells_CD4
PES1,-0.22588249123038165,2.931164307715293,1.0553494606273162,0.31956494178486766,0.4616168464718465,PES1,T_cells_CD4
MEGF8,0.28708489136798104,1.269146230656804,1.0534281966260077,0.3199921336274231,0.462154376035756,MEGF8,T_cells_CD4
RAC1,-0.12680989564197076,7.249776317537541,1.053302519585001,0.32002010567004235,0.462154376035756,RAC1,T_cells_CD4
NAE1,-0.11461824674398906,5.8124491566929235,1.0527792208470153,0.3201366134890205,0.4622626502507522,NAE1,T_cells_CD4
STXBP5,-0.21633056891556743,3.5019208945031486,1.0524597471748864,0.32020777064549644,0.4623054205843009,STXBP5,T_cells_CD4
GNPTAB,-0.15463149580228217,6.064279445656393,1.0519852307213757,0.320313501719545,0.46239809003093846,GNPTAB,T_cells_CD4
PRKAA1,-0.1453503658291715,5.052278355707011,1.0516605413353626,0.32038587669783836,0.4624425895016134,PRKAA1,T_cells_CD4
MRPS5,-0.14757183059762424,6.068881879326256,1.0501313007358333,0.3207270604713397,0.4628750237352192,MRPS5,T_cells_CD4
GALNT7,-0.23062930559146452,3.9282102764416487,1.0487564233780782,0.32103423919160623,0.46325827592409924,GALNT7,T_cells_CD4
AL353763.2,-0.21410614074589865,3.985468924747497,1.048123334859397,0.32117582404384715,0.4634025047456597,AL353763.2,T_cells_CD4
ANAPC11,0.12840209692902538,6.831182445169839,1.0472180041164798,0.3213784455631037,0.46363475037165836,ANAPC11,T_cells_CD4
SART3,0.1290279981370704,4.795104617295968,1.0461894174140725,0.32160887030659474,0.46390704076106787,SART3,T_cells_CD4
ZNF513,0.3269514562795876,1.9767288513013768,1.0459586623321524,0.32166059601939484,0.46392152827470057,ZNF513,T_cells_CD4
PRMT6,0.24125082615295668,2.5776828436055603,1.045632454587633,0.32173373814929584,0.46396689629459226,PRMT6,T_cells_CD4
SEC14L2,0.42707495053435424,1.860499805626935,1.0550329552955608,0.32177857833723156,0.46397144408516483,SEC14L2,T_cells_CD4
MTG2,-0.19612657717940785,3.802240880668047,1.0442997821188742,0.3220327915378144,0.4642778458310718,MTG2,T_cells_CD4
MT-ND1,0.1690387978890447,10.798150583366668,1.0433324711573335,0.3222501014616328,0.46453097128195475,MT-ND1,T_cells_CD4
GPATCH3,-0.20460644541455522,2.6986029459145877,1.0428242897964148,0.3223643486405011,0.46461119354979064,GPATCH3,T_cells_CD4
ZNF639,0.1877199665693919,4.821927008127544,1.0427136017448744,0.3223892405916472,0.46461119354979064,ZNF639,T_cells_CD4
TMEM176B,0.4144408259084022,2.184715976014849,1.0425124568410453,0.322434481724847,0.46461623272883834,TMEM176B,T_cells_CD4
AARSD1,0.21678579079336538,3.0714071811668187,1.0417844650409953,0.3225982947188982,0.4647394205743805,AARSD1,T_cells_CD4
PLK3,-0.21348238505585,3.8810909783555547,1.041761417544562,0.3226034827814612,0.4647394205743805,PLK3,T_cells_CD4
AC002094.4,-0.3304296323745618,1.6572817696000302,1.0407755255197837,0.32282551974601714,0.46499909858588984,AC002094.4,T_cells_CD4
SPSB1,-0.37119101152707606,1.4220543786531217,1.038812259379968,0.32326831437811687,0.4655766484250053,SPSB1,T_cells_CD4
KIF1C,0.30068476243350717,2.819869581039567,1.03831911381075,0.32337967225592323,0.4656594915998545,KIF1C,T_cells_CD4
TLK2,-0.15321819929830327,4.535061400834314,1.038187009146132,0.3234095121353886,0.4656594915998545,TLK2,T_cells_CD4
CYTH4,-0.17449565239483847,4.564793508239458,1.0367543874347813,0.3237333619812167,0.466065492025733,CYTH4,T_cells_CD4
PANK2,0.15422566527173012,5.191348255123467,1.0364626234131904,0.323799372204567,0.4661002344331131,PANK2,T_cells_CD4
BICRA,0.24291655167581575,2.521057159718371,1.0360793812606746,0.3238861076434345,0.46616479737119176,BICRA,T_cells_CD4
ZNF548,0.17728418073572363,3.1837271953652793,1.0345517951947298,0.3242321556735319,0.4666025203835545,ZNF548,T_cells_CD4
POLE,0.298666874694744,1.9421528797261345,1.0339605244139842,0.324366237204085,0.4667351286466019,POLE,T_cells_CD4
SNAI3,0.19753397024838265,3.4212486307877317,1.0335821770481002,0.32445207531019027,0.46679829345946455,SNAI3,T_cells_CD4
SLC2A11,-0.1856798229370684,3.343381962844713,1.0322380182784052,0.32475729156806876,0.467177026645031,SLC2A11,T_cells_CD4
HS3ST3B1,-0.223721267105397,2.9080287697729705,1.031664254378001,0.3248876982390725,0.4673042234945563,HS3ST3B1,T_cells_CD4
TUBA1B,0.20274040140464997,7.752652003524461,1.0288702602499173,0.32552377843703084,0.46815863212354997,TUBA1B,T_cells_CD4
ZNF346,-0.25601358052942075,2.643712196377447,1.0283042288370428,0.3256528543728824,0.4682837557067417,ZNF346,T_cells_CD4
CCHCR1,0.22450144561012156,2.826474334878451,1.0278176650202344,0.32576386633691734,0.4683555338929789,CCHCR1,T_cells_CD4
XPO7,0.1799658438001704,3.7894684675887547,1.0276902958580614,0.3257929350401224,0.4683555338929789,XPO7,T_cells_CD4
PRDM1,-0.36557333132373204,5.050267149032631,1.0275322429576617,0.3258290115843069,0.4683555338929789,PRDM1,T_cells_CD4
MT-CO1,0.15399454667061305,12.844856000233504,1.0272746598571634,0.3258878185538917,0.4683795739288242,MT-CO1,T_cells_CD4
MDGA1,-0.3799305734619477,2.362212035531478,1.0265763113233055,0.32604732870927333,0.46854832389079565,MDGA1,T_cells_CD4
SETD4,-0.21868206379623353,3.5347415955437667,1.0247179740105652,0.32647232816849325,0.4690985040685941,SETD4,T_cells_CD4
NOTCH1,-0.24939733480345963,3.5201415890846235,1.0241369479704618,0.326605368153162,0.46922208824140244,NOTCH1,T_cells_CD4
AL365205.1,0.26431547087157037,2.4864633288483615,1.02385001709013,0.3266710960878618,0.46922208824140244,AL365205.1,T_cells_CD4
MRPS12,0.1298843394495125,5.953452470590627,1.0237901497945832,0.3266848123793915,0.46922208824140244,MRPS12,T_cells_CD4
RLN1,0.3893774242527285,1.5496570016771563,1.0224427225526742,0.3269937382757193,0.4696052009043556,RLN1,T_cells_CD4
RABGEF1,0.22365091012366803,2.884096879162232,1.0217452678832588,0.32715380600352717,0.46977446275567764,RABGEF1,T_cells_CD4
NOC2L,0.13417636894214985,5.031945928217068,1.0211577845093203,0.32728872069356596,0.46990756724966315,NOC2L,T_cells_CD4
NUP133,-0.17534040733310627,3.0959389970454048,1.0209025886897802,0.3273473504616201,0.4699311248081816,NUP133,T_cells_CD4
FDX1,0.1127411300317481,5.852395880650156,1.0179409007303446,0.3280288653579416,0.4708487582452786,FDX1,T_cells_CD4
MAP4K3,0.22137726398565738,2.362869978817409,1.0268479050863406,0.32810094359470365,0.4708914896465573,MAP4K3,T_cells_CD4
NEK5,-0.3264774326955488,2.3390388028697826,1.0169536775872392,0.3282564801282767,0.4710539741912996,NEK5,T_cells_CD4
ZNF319,0.28180347232983227,2.11085489389168,1.0164573438007312,0.32837099930495783,0.47115756378292906,ZNF319,T_cells_CD4
MTPAP,-0.2695731272106471,3.1821996814854967,1.0146390148717845,0.3287910244636403,0.47169942024752726,MTPAP,T_cells_CD4
SOCS2,0.4564302703532306,3.2370472957861525,1.0143905871253365,0.3288484689217972,0.4717210283670064,SOCS2,T_cells_CD4
ENOX2,0.19393381522894432,3.4160720351694436,1.0130946492623885,0.3291483611006504,0.47200113486292355,ENOX2,T_cells_CD4
ETV6,-0.16016433990893528,4.513692308733431,1.0127959846896402,0.32921752961945583,0.47200113486292355,ETV6,T_cells_CD4
KIR3DL2,-0.7155962686037972,2.3680021024133553,1.0127807601055236,0.32922105607085284,0.47200113486292355,KIR3DL2,T_cells_CD4
IL2RG,-0.11118077027864107,7.919237268679872,1.0126962624705114,0.3292406291218799,0.47200113486292355,IL2RG,T_cells_CD4
TMEM161B,-0.14332728234125958,4.491622739785174,1.0125407812276064,0.3292766491248128,0.47200113486292355,TMEM161B,T_cells_CD4
AFF4,-0.12823857186982224,5.14795157757006,1.0124478274513167,0.329298186182444,0.47200113486292355,AFF4,T_cells_CD4
AL512356.3,-0.2629097030736409,2.0750443874923783,1.0121241441070208,0.32937319797994247,0.4720185356746624,AL512356.3,T_cells_CD4
CETN3,0.13003147761887024,4.638470058708154,1.0117652906510177,0.32945638845893355,0.4720185356746624,CETN3,T_cells_CD4
TRIM59,-0.22467098047228629,3.4364559417824476,1.0116759639205357,0.32947710106020944,0.4720185356746624,TRIM59,T_cells_CD4
FIBP,0.1265270935455647,5.474480909048739,1.0116636159335162,0.32947996438961835,0.4720185356746624,FIBP,T_cells_CD4
CD2BP2,0.12808905141081095,5.727915608082326,1.0109878820808846,0.32963671143162776,0.4721823163750344,CD2BP2,T_cells_CD4
RPL26P6,0.3512646182539902,1.4606179652410378,1.0097302555030574,0.3299287181566384,0.47253978034788124,RPL26P6,T_cells_CD4
RPS6,0.15469607803876717,12.275766903917363,1.0090470395383921,0.330087506416033,0.4727063749884775,RPS6,T_cells_CD4
AKT2,-0.13008012873485192,4.7371631952219975,1.0087370056449796,0.3301595979377835,0.47274878747556026,AKT2,T_cells_CD4
SDHD,0.15001513426736418,6.228977772745561,1.0082073229286708,0.33028281542179994,0.47278667017651993,SDHD,T_cells_CD4
UBE2E3,0.15088075235360845,5.389812604999654,1.0081289167350522,0.33030106019065364,0.47278667017651993,UBE2E3,T_cells_CD4
RSF1,-0.12807967548338817,6.430584600042299,1.0080625619716526,0.3303165017587122,0.47278667017651993,RSF1,T_cells_CD4
LRRC8C-DT,0.2736831243514647,2.3954523496527065,1.0078929855510894,0.33035596890950547,0.47278667017651993,LRRC8C-DT,T_cells_CD4
HLA-DQA1,0.28188388113749707,4.236226399448713,1.007547242321956,0.330436457706457,0.4728410612333333,HLA-DQA1,T_cells_CD4
DNAJC21,0.10839755380704834,6.548165405752172,1.0064597390165086,0.33068980856948194,0.4731427650569911,DNAJC21,T_cells_CD4
AC073861.1,-0.12251811887188907,4.879816410636161,1.0048881587995484,0.33105641820699516,0.4736064183346859,AC073861.1,T_cells_CD4
SLC35A3,-0.15703016213738105,4.80474588971325,1.0044909900642491,0.33114915854110005,0.47362004913442923,SLC35A3,T_cells_CD4
WDPCP,0.22690424886112986,2.5763059237615478,1.2295343203305282,0.33115105322229366,0.47362004913442923,WDPCP,T_cells_CD4
TRAPPC5,0.34929376097524756,1.915788508976598,1.0025054162808134,0.33161334880303106,0.47418859978586847,TRAPPC5,T_cells_CD4
PRKAG1,-0.17186051760061016,4.6841239299326585,1.3462192146691,0.33163378802634325,0.47418859978586847,PRKAG1,T_cells_CD4
CRLS1,0.1349458999329501,4.256254871461104,1.0022340264996812,0.3316768662032237,0.4741892769225278,CRLS1,T_cells_CD4
XRN2,-0.12318300620223072,6.745578578158349,1.001986590074351,0.33173479244917714,0.47421117903407933,XRN2,T_cells_CD4
SHKBP1,0.14197255725750774,4.632384657622705,1.0013662165189035,0.3318800883262649,0.4743579533930048,SHKBP1,T_cells_CD4
CIAO3,0.2581864690285836,3.3990263481960934,1.000887201512172,0.3319923386704553,0.47445746397048894,CIAO3,T_cells_CD4
ZNF564,-0.3101698774008119,2.235986400759151,1.0006629007370678,0.33204491883945775,0.4744716840009198,ZNF564,T_cells_CD4
PRKCE,0.23268518540434216,2.398316223054835,0.9988070847357008,0.33248040849456373,0.4749955223185882,PRKCE,T_cells_CD4
AKT3,-0.17026527877982223,5.170749638600574,0.9987370210691049,0.33249686562301173,0.4749955223185882,AKT3,T_cells_CD4
DLG1,0.14899935878523457,4.6837712199637815,0.9964893206350152,0.33302543688321495,0.47568956782728217,DLG1,T_cells_CD4
GCNT1,-0.410121809661314,2.6576934808700297,0.9960334567443053,0.33313278346030273,0.475730137162545,GCNT1,T_cells_CD4
PRCC,0.1370922259781195,4.157696577106809,0.9960056831268552,0.33313932516126465,0.475730137162545,PRCC,T_cells_CD4
APH1A,0.12481076443151927,5.596765307750696,0.9951825562664789,0.33333328428501285,0.47594604927417483,APH1A,T_cells_CD4
CD53,-0.13251986516716188,7.691875549186806,0.9933046057127249,0.33377639860908137,0.4765176137146069,CD53,T_cells_CD4
PIGK,0.16221166875326137,4.61505074669095,0.9920682263906035,0.33406858631325775,0.47687358800391927,PIGK,T_cells_CD4
MTMR12,-0.17230554434335382,3.8173600643918397,0.9916783028964608,0.33416081035880996,0.4768999029896665,MTMR12,T_cells_CD4
MED31,0.13257293691061356,5.338875019416993,0.9916279714986023,0.33417271728808706,0.4768999029896665,MED31,T_cells_CD4
AC009961.1,0.39024569403144427,1.205038016452919,0.9896957049750015,0.3346302903662908,0.47736333265778036,AC009961.1,T_cells_CD4
CLPP,0.12909249155658098,5.9971254048444,0.9896777565797864,0.3346345448284115,0.47736333265778036,CLPP,T_cells_CD4
ZNF624,0.2596439282379891,2.6817138316561127,0.989564097407224,0.3346614882200625,0.47736333265778036,ZNF624,T_cells_CD4
WDR6,0.14489716021494176,4.227922839929787,0.9895323682242412,0.33466901030805574,0.47736333265778036,WDR6,T_cells_CD4
MT-ND6,0.19589189979623842,7.329764417046709,0.986180367640985,0.33546502875450135,0.4784374384978985,MT-ND6,T_cells_CD4
WAPL,0.1088040835551004,5.88330939875159,0.9844532245774524,0.3358762333719366,0.4789625211312818,WAPL,T_cells_CD4
VPS53,0.13193098332301673,4.3914909804466085,0.9840105777147293,0.3359817356893656,0.4790515908560901,VPS53,T_cells_CD4
KDM5A,-0.11645297945251884,6.572516947961234,0.9833392212678924,0.3361418395370823,0.479218480088091,KDM5A,T_cells_CD4
RPL27A,0.1557662838044719,11.547795282642616,0.983055423881648,0.33620955163088684,0.47924051275748447,RPL27A,T_cells_CD4
NSMF,0.30180410804835683,1.956204194019836,0.9829135418554737,0.3362434109724345,0.47924051275748447,NSMF,T_cells_CD4
GRWD1,-0.21065202091578394,4.042234287562045,0.9816173319673746,0.3365529687371318,0.4796202998776283,GRWD1,T_cells_CD4
JAK1,-0.14182818201539496,8.627605093861286,0.9811922566358563,0.33665457246940067,0.4797036732280668,JAK1,T_cells_CD4
ZNF74,0.24716142718686415,2.074735626373259,0.9790630508454864,0.3371641636810778,0.48036829771766465,ZNF74,T_cells_CD4
ATP11A,0.15554106852536637,3.178378615092987,0.9786142108581213,0.3372717263888011,0.4804600428397998,ATP11A,T_cells_CD4
PSMB6,0.1154437427275277,6.8504022443165224,0.9775087619957156,0.33753685116302035,0.4807761906122877,PSMB6,T_cells_CD4
ELOA-AS1,0.24915434147368173,2.8433893229823526,0.9772664394348703,0.33759500811837106,0.4807974971666628,ELOA-AS1,T_cells_CD4
ZBTB21,-0.234153178962925,3.3313527567926453,0.9767812876398169,0.3377114865132832,0.48090184811832676,ZBTB21,T_cells_CD4
PELO,0.1572134852255835,4.306137618741158,0.9763970840647278,0.3378037692111009,0.4809328429755535,PELO,T_cells_CD4
KIF2A,0.1425972124358956,7.441772516049385,0.9763308841950836,0.33781967352945885,0.4809328429755535,KIF2A,T_cells_CD4
PDP1,-0.19749957564195997,3.580144184778903,0.9759005163070074,0.3379230941183343,0.48098462095864297,PDP1,T_cells_CD4
RTL8C,0.17615968584233432,3.342105445886866,0.9758198908607792,0.33794247402485067,0.48098462095864297,RTL8C,T_cells_CD4
SLC25A38,-0.18151615221570272,4.8641756813984065,0.9753460290961834,0.3380564079893601,0.48108526031473947,SLC25A38,T_cells_CD4
TMEM237,0.34051979212510464,1.487819112660844,0.974838675722402,0.3381784552434196,0.48119741841719,TMEM237,T_cells_CD4
TFDP1,0.1791302332206889,4.144647336742309,0.9731499156390676,0.33858515035823356,0.4817145242857139,TFDP1,T_cells_CD4
CUTC,0.11537389816345488,5.041308150939723,0.9725272092285623,0.3387352893316652,0.48186653505386423,CUTC,T_cells_CD4
ACP2,0.2351792685051959,2.346591573749179,0.9708209281342146,0.3391471725706062,0.48235753683411947,ACP2,T_cells_CD4
HECTD4,0.14331847005209156,3.8103074068561744,0.9707008261544084,0.33917619116891173,0.48235753683411947,HECTD4,T_cells_CD4
SVIL,-0.25341398949328126,3.3556392197026903,0.9705590056078307,0.3392104618868511,0.48235753683411947,SVIL,T_cells_CD4
PPP6R2,-0.18821539133924842,5.075710738194715,0.9700419398566693,0.3393354518685121,0.48247363046711034,PPP6R2,T_cells_CD4
LAMTOR1,0.11785305896481046,6.448759808912565,0.9697659728031036,0.3394021880991509,0.48250687872570563,LAMTOR1,T_cells_CD4
ATP1A1,-0.11363891315894531,5.9299324555703405,0.9684131341970936,0.33972961175123495,0.48291067417512706,ATP1A1,T_cells_CD4
PHKG1,-0.25211994591489056,3.1990711146064346,0.967687045384839,0.33990553083065,0.48306319604771514,PHKG1,T_cells_CD4
RNF34,-0.11927969656603225,4.8887664759143,0.9676120212888026,0.3399237153140795,0.48306319604771514,RNF34,T_cells_CD4
KIF21B,-0.1680858479537762,3.6302117202812108,0.9663798083764005,0.34022258022426133,0.48342618637763674,KIF21B,T_cells_CD4
MAN1B1,-0.16187716055950108,4.007398929896027,0.9653583934484065,0.34047060194205325,0.4837168495806807,MAN1B1,T_cells_CD4
CHD6,-0.11197284716248608,5.619780361193768,0.9650985654139758,0.3405337350187262,0.4837447952467674,CHD6,T_cells_CD4
TRMT12,0.23930401718765126,2.9937256002547654,0.9644474645691895,0.3406920131129768,0.48390787467425117,TRMT12,T_cells_CD4
AL096870.2,0.17976235284466224,3.8653681994864932,0.963124069522427,0.34101404527401724,0.48430347376544747,AL096870.2,T_cells_CD4
MRM2,0.13387400898440793,4.471681047150165,0.9628526591298072,0.3410801434428631,0.48433554433772213,MRM2,T_cells_CD4
AL031432.4,0.2969772440259568,1.7415074137312634,0.9626614712957585,0.34112671553044216,0.48433988312971316,AL031432.4,T_cells_CD4
NBPF11,-0.29682010909080697,2.2051873301263623,0.9618221768162405,0.34133126964108473,0.48456849886546854,NBPF11,T_cells_CD4
ZNF765,0.19085638961853352,3.609515198106645,0.9615051936691715,0.3414085708577871,0.4846164256660082,ZNF765,T_cells_CD4
TOB2,0.13230836360516776,4.61604335795112,0.9612786523336374,0.3414638317804439,0.4846330588773707,TOB2,T_cells_CD4
BUD31,0.13230347885124,6.637494615209206,0.9603044040965563,0.3417016289360041,0.4848322896501079,BUD31,T_cells_CD4
MT-ATP8,0.15381920416945613,6.017179096114002,0.9602957800789941,0.3417037349666715,0.4848322896501079,MT-ATP8,T_cells_CD4
LARP1,-0.11690698105390998,5.47953881666771,0.9601682166558311,0.3417348887965046,0.4848322896501079,LARP1,T_cells_CD4
PM20D2,-0.20247047936317275,3.1984286017063823,0.9597031762594608,0.3418484964194779,0.4849316550023947,PM20D2,T_cells_CD4
ZNF558,0.2712620097090489,2.0433721522029806,0.9586673203767974,0.34210174634525037,0.48512532601927594,ZNF558,T_cells_CD4
CHRM3-AS2,-0.31101581072425766,3.1271947939937297,0.9586468897795282,0.34210674399230634,0.48512532601927594,CHRM3-AS2,T_cells_CD4
AC010343.1,-0.3700367213663258,1.4567530252001302,0.9586099319814937,0.34211578471925397,0.48512532601927594,AC010343.1,T_cells_CD4
PDCD2L,-0.24170148434804153,3.0661715266214427,0.9577597453556179,0.3423238543097116,0.48535853483657193,PDCD2L,T_cells_CD4
BLVRA,0.14806252947174753,4.763769493967805,0.9567878757185386,0.3425619257193243,0.4855086023560033,BLVRA,T_cells_CD4
NCK1,-0.10191366793474534,6.080265282927712,0.9567596736700236,0.34256883769451896,0.4855086023560033,NCK1,T_cells_CD4
EIF3I,0.18340838104133336,6.902863560136195,0.9566161562380269,0.34260401514417094,0.4855086023560033,EIF3I,T_cells_CD4
CPSF6,-0.11872823234401166,5.068997973238286,0.9566154692271128,0.34260418354933064,0.4855086023560033,CPSF6,T_cells_CD4
UBAP1,-0.18145330875610197,3.896610979612319,0.9561793804872812,0.3427111047332666,0.4855982935303956,UBAP1,T_cells_CD4
IGSF6,-0.33531733137944525,3.046135913227716,0.9554760901629129,0.342883639630415,0.48578092019940416,IGSF6,T_cells_CD4
LINS1,0.20267539127974554,5.292213257293626,0.9550113437830873,0.3429977219082341,0.48585303535850305,LINS1,T_cells_CD4
ITM2B,-0.11749708526324214,9.759930338215515,0.9549130936808813,0.3430218465271444,0.48585303535850305,ITM2B,T_cells_CD4
VANGL1,-0.6008362939892558,1.1057409350347034,0.9524026065033607,0.3436391041310475,0.4866598242781598,VANGL1,T_cells_CD4
CLIC5,-0.41869597249261176,1.8825655091537663,0.9522409493272836,0.34367890555492686,0.4866598242781598,CLIC5,T_cells_CD4
MIR222HG,-0.43652902428846047,1.6389548689690758,0.951827978668121,0.34378061257043235,0.48673768078860447,MIR222HG,T_cells_CD4
CLUAP1,0.24777548683869338,4.658480363533266,0.9516626101035232,0.3438213518742146,0.48673768078860447,CLUAP1,T_cells_CD4
ACTR3,-0.12419283018430692,7.659890293474081,0.9512591408094055,0.34392077741860827,0.48677412014477883,ACTR3,T_cells_CD4
TXNL1,0.1095716907496536,6.852071351186251,0.9512032140124052,0.3439345625173891,0.48677412014477883,TXNL1,T_cells_CD4
BRF1,0.2501136478832953,2.8717865979689954,0.9509001752718548,0.3440092706967638,0.4868179507762214,BRF1,T_cells_CD4
FEZ1,-0.5698361711099805,3.8491250077223427,0.9485941487372965,0.34457853849843356,0.48756154760838616,FEZ1,T_cells_CD4
PSMD3,0.16207048828112908,5.031043601632265,0.9484055740773067,0.3446251499388737,0.4875655165653571,PSMD3,T_cells_CD4
COPS6,-0.10247856115196757,6.261225918782161,0.9461363655838124,0.3451867574877787,0.4882979932433881,COPS6,T_cells_CD4
MMGT1,-0.16610030982798044,4.533534985730801,0.9452816914697232,0.3453986216715559,0.4885351082031368,MMGT1,T_cells_CD4
ZC3H11A,-0.3457079948069102,2.2520826581140088,0.9450297497579623,0.34546111082912423,0.4885351082031368,ZC3H11A,T_cells_CD4
ANXA5,0.22479891749500136,6.239272035502957,0.9449291828222008,0.3454860589997205,0.4885351082031368,ANXA5,T_cells_CD4
PPM1A,0.1412469040204246,4.7784140016913,0.94419995905602,0.3456670387833065,0.4887289305968244,PPM1A,T_cells_CD4
DRG2,-0.15967813940676004,4.324221122597852,0.943829887556204,0.3457589357172255,0.48879676800872857,DRG2,T_cells_CD4
MBD4,-0.1139618177642988,5.834348089092723,0.9417472338132753,0.34627675956497816,0.489421380795746,MBD4,T_cells_CD4
DHPS,-0.133783602040907,5.352729653056465,0.941699211401903,0.34628871282717877,0.489421380795746,DHPS,T_cells_CD4
ANAPC1,-0.17248351189873537,3.609929629955269,0.9410533728176435,0.3464495261734476,0.48953884858803953,ANAPC1,T_cells_CD4
NANP,0.3265385386603804,1.695635992491493,0.9410121499563273,0.3464597942792441,0.48953884858803953,NANP,T_cells_CD4
KANTR,0.24579101368176737,2.9243510736121117,0.9389311000427438,0.34697872700635557,0.4902098542245161,KANTR,T_cells_CD4
RPL7P52,0.24076649777169445,2.819906074919349,0.9386147439832299,0.34705771169595323,0.49025921197816463,RPL7P52,T_cells_CD4
TFAM,0.11650788050051529,6.311335469401219,0.9381864049763795,0.3471646963972399,0.49032357161613066,TFAM,T_cells_CD4
RXYLT1,-0.1581476520950053,4.195229257988401,0.9377424514031417,0.34727563114784166,0.49032357161613066,RXYLT1,T_cells_CD4
HEXDC,-0.16117841465606586,4.830297204150061,0.9376141828714706,0.34730769227430036,0.49032357161613066,HEXDC,T_cells_CD4
SRP9,0.12402663390295286,7.222382037916625,0.9375790375679383,0.34731647769740903,0.49032357161613066,SRP9,T_cells_CD4
SENP3,0.3027777026105177,1.574240238970772,0.9457117290200853,0.34732354345207317,0.49032357161613066,SENP3,T_cells_CD4
PGM3,-0.14814259018849188,3.688221431481267,0.9371424327514035,0.34742564434056256,0.49040550684977313,PGM3,T_cells_CD4
SMCR5,0.28367351868907664,3.4793192587827453,0.9364311545963461,0.34760359475584635,0.49059447243628834,SMCR5,T_cells_CD4
ZNF134,-0.211178556834601,3.658945142442602,0.9352810213521876,0.3478916172599097,0.49093872196054206,ZNF134,T_cells_CD4
FLJ42351,0.1985965538277317,3.3485968531606476,0.9344990939702822,0.3480876278342512,0.4911530549943225,FLJ42351,T_cells_CD4
ACTL10,0.31973888603253975,1.9974371642133257,0.9336667575702775,0.3482964494579316,0.49138083951005324,ACTL10,T_cells_CD4
SSBP4,0.1196207261863193,5.794023620691107,0.933503775031874,0.34833736062302967,0.49138083951005324,SSBP4,T_cells_CD4
NGRN,-0.20028817612563476,2.8843871386847955,0.9292447158416298,0.34940890932111124,0.49282995320541984,NGRN,T_cells_CD4
RCE1,0.1675085046143496,3.4453141332565123,0.9282566578113429,0.3496581763040655,0.493119044889033,RCE1,T_cells_CD4
NSUN5P2,0.18673266201504485,3.3050693304887844,1.0697276415444124,0.349923361697454,0.49343051003327804,NSUN5P2,T_cells_CD4
RAB10,0.11626459229650658,5.8624584164984865,0.9261002607848235,0.3502030827025955,0.49371962321003876,RAB10,T_cells_CD4
GFPT1,0.13362492965718495,4.271953823119427,0.9260448166746974,0.35021710918627635,0.49371962321003876,GFPT1,T_cells_CD4
STT3B,-0.11478757195271158,5.634569594407594,0.9256728604791169,0.3503112291858508,0.4937897645438854,STT3B,T_cells_CD4
CNOT7,-0.12965980977967562,6.211826996671642,0.9249072819681857,0.35050506648725555,0.49400042927734,CNOT7,T_cells_CD4
KLRF1,-0.8200802028931091,7.172614239840407,0.9239260705351373,0.3507537264102286,0.4942882976634394,KLRF1,T_cells_CD4
TMEM245,-0.16195789000582309,5.1560792038453,0.9236553678445331,0.3508223730625202,0.4943224474219331,TMEM245,T_cells_CD4
AC107464.3,0.36324067045767744,1.97602607926844,0.9227460394299019,0.35105310887648966,0.49449251735949523,AC107464.3,T_cells_CD4
TBC1D25,-0.23888471092990168,2.5118298442826994,0.9226824984113651,0.35106924016089114,0.49449251735949523,TBC1D25,T_cells_CD4
LINC01355,0.2629475381115315,2.452093028043577,0.9226266025836279,0.3510834314304361,0.49449251735949523,LINC01355,T_cells_CD4
TPM1,0.1840586687955292,4.259083103136684,1.0320850412757265,0.3511207874835661,0.49449251735949523,TPM1,T_cells_CD4
ARMC2,0.2994173511815057,1.5413710580202764,0.9195100851351582,0.35187599003967807,0.4954463220315947,ARMC2,T_cells_CD4
EML2-AS1,0.3798789400054006,1.5926795042004078,0.9194665576199161,0.3518870777771569,0.4954463220315947,EML2-AS1,T_cells_CD4
